42814.0	0.0	1.515293	smallDoses
58736.0	4.589016	1.6726	largeDoses
54744.0	8.397217	1.534103	largeDoses
29482.0	5.562772	1.689388	smallDoses
39514.0	0.0	0.481918	largeDoses
24368.0	6.127867	1.102179	smallDoses
38063.0	2.563092	1.464013	largeDoses
23410.0	5.954216	0.953782	largeDoses
52914.0	3.976796	1.043109	smallDoses
23817.0	2.449378	1.32256	largeDoses
28521.0	2.94307	1.446816	largeDoses
40345.0	2.47642	0.096075	smallDoses
43547.0	1.826637	0.811457	largeDoses
70758.0	4.324451	0.328235	smallDoses
44484.0	5.342462	0.394527	largeDoses
40699.0	3.200912	0.309679	smallDoses
70908.0	8.862691	0.530506	smallDoses
73989.0	6.370551	0.36935	largeDoses
70036.0	13.36403	0.549972	smallDoses
63249.0	10.464252	1.669767	largeDoses
67902.0	13.649402	1.052618	smallDoses
27545.0	3.877472	0.4016	largeDoses
58656.0	1.413952	0.45138	smallDoses
64555.0	8.779183	0.845947	largeDoses
76319.0	15.04044	1.366898	largeDoses
67417.0	3.254877	0.669546	largeDoses
79341.0	10.702532	0.204792	largeDoses
28544.0	1.892354	0.837028	smallDoses
57663.0	1.019966	0.37232	smallDoses
78727.0	15.546043	0.729742	largeDoses
68255.0	11.638205	0.409125	largeDoses
65899.0	8.70006	0.101807	largeDoses
46556.0	2.448235	1.176829	largeDoses
71038.0	13.230078	0.616147	largeDoses
47657.0	0.236133	0.34084	largeDoses
26535.0	3.924594	1.14312	largeDoses
47707.0	2.524806	1.292848	smallDoses
38055.0	3.527474	1.449158	largeDoses
56823.0	3.529892	1.375844	largeDoses
68086.0	11.442677	0.696919	smallDoses
70242.0	10.308145	0.422722	largeDoses
67671.0	7.156949	1.691682	smallDoses
61238.0	0.720675	0.847574	smallDoses
53376.0	3.399331	0.077501	largeDoses
30930.0	6.157239	0.580133	largeDoses
28987.0	1.239698	0.719989	largeDoses
55536.0	3.052505	1.335804	smallDoses
22812.0	2.719723	1.142148	smallDoses
77826.0	11.154055	1.608486	largeDoses
38172.0	2.687918	0.660836	smallDoses
74038.0	12.404762	1.11208	largeDoses
36642.0	3.14931	0.639669	largeDoses
60350.0	6.068668	0.881241	smallDoses
36109.0	3.369267	1.575043	largeDoses
39567.0	5.376564	0.557476	smallDoses
73590.0	10.691748	0.007509	largeDoses
35187.0	1.659242	0.447066	smallDoses
67705.0	6.03862	1.509646	largeDoses
71308.0	8.98682	1.225165	largeDoses
40328.0	0.0	0.816676	smallDoses
64306.0	7.013795	0.139909	largeDoses
33170.0	1.23054	1.331674	largeDoses
66491.0	9.699991	0.122011	smallDoses
48812.0	3.020977	1.502803	largeDoses
35394.0	1.157764	1.603217	smallDoses
71791.0	10.105396	0.121067	smallDoses
54495.0	1.523057	0.620528	largeDoses
52603.0	3.574737	0.075163	smallDoses
72000.0	9.032486	1.461809	largeDoses
68497.0	5.958993	0.023012	smallDoses
35135.0	2.4353	1.211744	largeDoses
91273.0	20.919349	0.644571	largeDoses
24743.0	1.424726	0.838447	smallDoses
58394.0	5.548377	0.402238	smallDoses
33962.0	6.057227	0.432666	smallDoses
69241.0	10.151738	0.896433	largeDoses
37776.0	2.425781	1.559467	smallDoses
68997.0	9.778962	1.195498	smallDoses
67416.0	12.21995	0.657677	smallDoses
59225.0	7.394151	0.954434	smallDoses
70527.0	10.75049	0.097415	largeDoses
64734.0	10.027968	0.282787	largeDoses
55601.0	3.347111	0.914294	largeDoses
69982.0	10.945666	0.993219	smallDoses
57350.0	2.579801	1.149172	smallDoses
57869.0	2.63041	0.098869	largeDoses
77623.0	16.055513	0.541052	largeDoses
78184.0	7.138659	0.158481	largeDoses
69616.0	10.08289	1.373611	largeDoses
42349.0	3.720391	0.845974	smallDoses
48915.0	3.085853	0.967899	smallDoses
59333.0	7.184595	1.261338	largeDoses
36198.0	0.0	0.116525	smallDoses
47516.0	2.451497	1.358795	largeDoses
55807.0	3.213631	0.432044	largeDoses
64007.0	8.363897	0.445341	smallDoses
59428.0	6.381484	1.365019	smallDoses
63546.0	9.904741	0.985862	largeDoses
69636.0	5.466703	1.216571	largeDoses
64660.0	0.0	0.915898	smallDoses
68620.0	10.246623	1.239634	smallDoses
81046.0	15.833048	1.568245	smallDoses
67736.0	13.516711	1.220153	largeDoses
32492.0	0.664284	1.116755	largeDoses
77289.0	8.677499	0.344373	smallDoses
71890.0	9.414263	0.38403	largeDoses
55984.0	2.119439	1.481661	smallDoses
72694.0	13.635078	0.858314	largeDoses
42299.0	0.083443	0.701669	smallDoses
37068.0	2.063741	1.125946	largeDoses
41137.0	2.22059	0.690754	smallDoses
67759.0	6.424849	0.806641	smallDoses
34502.0	3.03272	0.601847	largeDoses
58335.0	2.367988	0.435741	smallDoses
75039.0	7.686054	1.381455	largeDoses
67639.0	11.730991	1.289833	largeDoses
66668.0	9.777806	0.496377	smallDoses
68732.0	8.833546	0.513876	smallDoses
69995.0	4.907899	1.518036	smallDoses
82008.0	8.362736	1.285939	largeDoses
39432.0	3.563706	0.242019	smallDoses
38010.0	1.06587	1.141569	smallDoses
69306.0	6.683796	1.456317	smallDoses
38000.0	1.712874	0.243945	smallDoses
66293.0	11.32791	0.780977	largeDoses
22730.0	4.545711	1.233254	smallDoses
72308.0	8.326224	0.567347	largeDoses
60338.0	8.978339	1.442034	largeDoses
56796.0	3.966325	0.85041	largeDoses
70204.0	13.663189	0.133251	largeDoses
34379.0	4.324031	1.603481	smallDoses
44441.0	2.35837	1.273204	largeDoses
57070.0	1.587247	1.456982	largeDoses
67066.0	7.541444	0.809226	largeDoses
79728.0	9.473047	0.692513	smallDoses
76879.0	12.405171	0.567201	smallDoses
26309.0	2.495011	1.459589	largeDoses
39038.0	2.693142	1.317518	largeDoses
62911.0	7.193166	1.117456	smallDoses
77758.0	6.615512	1.521012	smallDoses
79065.0	10.602095	0.573686	smallDoses
50011.0	1.229094	1.63869	smallDoses
71600.0	14.552711	0.616162	largeDoses
54559.0	14.13626	0.362388	largeDoses
29764.0	0.093534	1.207194	smallDoses
69100.0	10.929021	0.40311	largeDoses
73199.0	9.134527	0.586846	largeDoses
44461.0	5.071432	1.42142	smallDoses
79016.0	7.782169	0.404385	largeDoses
43679.0	4.601363	0.268326	largeDoses
22075.0	2.595564	1.115375	smallDoses
36951.0	3.075975	0.286284	largeDoses
31290.0	1.795307	0.194343	largeDoses
35257.0	5.994413	0.800021	largeDoses
62018.0	7.038266	1.458979	largeDoses
44588.0	3.61777	0.493483	largeDoses
38563.0	6.104317	0.099207	smallDoses
75668.0	16.207776	0.584973	largeDoses
53395.0	2.298696	0.559757	largeDoses
71036.0	6.353608	1.645301	smallDoses
71142.0	10.44278	0.33587	smallDoses
37653.0	3.834509	1.346121	smallDoses
76839.0	10.998587	0.584555	largeDoses
38889.0	3.356646	0.32423	largeDoses
48071.0	1.551934	0.130902	largeDoses
41804.0	1.533216	1.007481	smallDoses
67956.0	6.491596	0.032576	smallDoses
38844.0	4.380388	0.748506	largeDoses
74197.0	13.670988	1.687944	smallDoses
72784.0	10.072779	0.75603	largeDoses
31246.0	1.532611	1.433898	largeDoses
49508.0	3.124909	1.670121	smallDoses
65479.0	12.746636	1.560352	smallDoses
77268.0	10.732563	0.545321	largeDoses
28490.0	3.977403	0.766103	smallDoses
35405.0	4.614771	1.027105	largeDoses
67432.0	6.558239	0.667579	smallDoses
69696.0	7.014973	1.494616	largeDoses
40123.0	2.478529	1.568987	largeDoses
46202.0	3.092056	0.490906	largeDoses
22834.0	4.459495	0.538867	smallDoses
71932.0	11.226654	0.384686	largeDoses
77129.0	9.83612	1.05434	smallDoses
37447.0	1.990976	0.378081	largeDoses
62397.0	9.005302	0.485385	smallDoses
36706.0	0.520807	1.476008	smallDoses
25862.0	4.425992	1.363842	smallDoses
63488.0	12.035355	0.831222	largeDoses
30099.0	1.568653	0.684264	smallDoses
64656.0	9.866276	0.685218	largeDoses
66087.0	6.596604	1.653574	smallDoses
59956.0	3.412967	1.03541	largeDoses
51743.0	4.092035	0.075804	largeDoses
55028.0	3.222443	0.121399	largeDoses
42169.0	3.310699	1.521855	largeDoses
52696.0	1.48047	1.02875	largeDoses
42545.0	3.677287	0.244167	smallDoses
24437.0	2.202967	1.370399	smallDoses
68080.0	11.233094	0.492487	largeDoses
59016.0	1.96557	0.005697	largeDoses
68630.0	6.609989	1.083505	smallDoses
71992.0	10.117445	1.299319	smallDoses
76701.0	18.178822	1.473671	largeDoses
69801.0	6.288742	0.112799	smallDoses
41737.0	3.695937	1.543589	smallDoses
79267.0	12.969999	1.568223	smallDoses
52252.0	2.310828	1.436753	smallDoses
69364.0	12.089835	0.521631	largeDoses
37885.0	2.7288	0.331502	smallDoses
69698.0	6.698371	0.240084	largeDoses
69058.0	8.229125	0.195886	smallDoses
29928.0	3.596002	1.485952	largeDoses
64486.0	7.203216	1.624762	largeDoses
39539.0	1.386107	1.41707	smallDoses
66972.0	9.129253	0.594089	smallDoses
44909.0	3.181399	0.359329	smallDoses
37372.0	4.207717	1.289767	smallDoses
39055.0	1.303323	1.23565	smallDoses
72265.0	7.751808	0.192451	largeDoses
49248.0	1.034538	1.585162	largeDoses
69683.0	6.614543	0.153771	largeDoses
55264.0	3.467074	1.231019	largeDoses
69643.0	4.624115	1.185192	largeDoses
29119.0	3.440948	0.078331	largeDoses
51656.0	1.673603	0.732746	smallDoses
71372.0	16.067108	0.974142	largeDoses
37980.0	1.723201	0.310488	largeDoses
42385.0	3.785045	0.876904	smallDoses
22687.0	2.557561	0.123738	smallDoses
73230.0	14.958998	0.526707	smallDoses
68737.0	7.528533	1.657487	smallDoses
86686.0	15.557263	1.430029	smallDoses
24091.0	2.317302	1.411137	largeDoses
61861.0	5.792231	1.615483	largeDoses
47903.0	4.138435	0.475994	largeDoses
69027.0	7.939406	1.325042	largeDoses
78642.0	10.735384	0.705788	largeDoses
76368.0	16.1439	0.558388	smallDoses
75346.0	17.62535	0.339926	largeDoses
26376.0	1.995833	0.267826	largeDoses
62230.0	9.334332	0.198118	smallDoses
71161.0	10.685084	0.678179	largeDoses
33794.0	0.69763	0.966786	largeDoses
69209.0	11.339537	1.06874	largeDoses
65889.0	8.306512	0.41369	smallDoses
61914.0	9.392269	0.151617	largeDoses
79194.0	15.14946	0.53754	largeDoses
63039.0	7.122363	1.630177	smallDoses
51136.0	1.828412	1.013702	largeDoses
64191.0	8.342034	1.388569	smallDoses
43432.0	1.508394	0.652651	largeDoses
57071.0	3.878569	1.377983	largeDoses
72420.0	13.679237	0.025346	largeDoses
65821.0	4.106727	1.085669	largeDoses
71289.0	7.796874	0.052336	smallDoses
46893.0	3.562976	0.445386	largeDoses
55783.0	3.612548	1.551911	smallDoses
74124.0	14.752342	1.15516	smallDoses
66603.0	10.261887	1.628085	largeDoses
65915.0	3.868359	0.128078	smallDoses
65678.0	3.507965	0.028904	smallDoses
62996.0	11.019254	0.427554	smallDoses
36851.0	3.812387	0.655245	smallDoses
68306.0	10.645275	0.693453	largeDoses
29613.0	3.343473	1.312266	smallDoses
22392.0	5.400155	0.193494	largeDoses
51126.0	3.818754	0.590905	smallDoses
24859.0	0.153467	0.766619	largeDoses
61732.0	8.325167	0.028479	smallDoses
71128.0	7.092089	1.216733	largeDoses
70600.0	10.151966	0.993105	smallDoses
81597.0	11.221874	1.395015	smallDoses
69959.0	14.497963	1.019254	largeDoses
80886.0	14.531655	0.380172	largeDoses
55895.0	3.027528	0.885457	largeDoses
31587.0	1.845967	0.488985	largeDoses
70096.0	10.965926	1.212328	smallDoses
53151.0	2.129921	1.477378	smallDoses
58668.0	6.556676	0.055183	smallDoses
70843.0	7.436056	1.479856	smallDoses
70839.0	15.600252	0.021935	smallDoses
64371.0	9.149678	0.874905	smallDoses
60613.0	3.62011	0.287767	smallDoses
74676.0	14.44574	1.21116	smallDoses
68846.0	9.974715	0.669787	largeDoses
